precision,recall,iou,dice,pixel_f1,accuracy,specificity,fp_per_image,component_precision_iou10,component_recall_iou10,component_f1_iou10,component_precision_iou50,component_recall_iou50,component_f1_iou50,mean_best_component_iou,false_positive_components_per_image_iou10,images,gt_components,pred_components,true_positive_pixels,false_positive_pixels,false_negative_pixels,true_negative_pixels,group_type,split,inference_time_ms_per_image,throughput_images_per_second,peak_inference_memory_mb
0.6485708204321814,0.6714125737395054,0.49230796981404645,0.6597940636548258,0.6597940636548258,0.9575181325276693,0.9762195971535348,9142.8265625,0.29114043355325164,0.7239278181392079,0.4152718962156349,0.19048067860508955,0.47363487227560347,0.2716945620756873,0.42773684379971705,3.9171875,1920,4267,10610,32396739,17554227,15854873,720626161,overall,overall,6.767596963375884,147.76293644726286,648.0068359375
0.7347061068931935,0.6643197391414202,0.5357943589966274,0.6977423192863857,0.6977423192863857,0.9111304497153072,0.9561981652606634,15171.001694915254,0.2793560606060606,0.7206840390879479,0.402638762511374,0.18686868686868688,0.4820846905537459,0.26933575978161967,0.43472076716260283,3.869491525423729,590,1228,3168,24788638,8950891,12525680,195398791,size,large,,,
0.6568334102703598,0.714588490655507,0.5203284898155913,0.6844948224034199,0.6844948224034199,0.9233738964279263,0.9508566042101625,17787.71387283237,0.4386317907444668,0.8549019607843137,0.5797872340425532,0.3148893360160966,0.6137254901960785,0.4162234042553192,0.5380188055652003,1.6127167630057804,346,510,994,11780032,6154549,4705025,119081994,dataset,GC10-DET,,,
0.538857427472441,0.6966090507271568,0.43643272915674947,0.607661911759634,0.607661911759634,0.975138679187968,0.9830554861518055,6748.652073732719,0.329464861379755,0.7427325581395349,0.4564537740062528,0.22759509993552546,0.5130813953488372,0.3153193389906208,0.45198953936524405,3.5944700460829493,868,2064,4653,6845031,5857830,2981185,339848754,size,medium,,,
0.6435762597668669,0.6406360535683348,0.472865535435312,0.6421027908641429,0.6421027908641429,0.9590944419224461,0.9784433386840008,8323.866916588566,0.3134519572953737,0.710093518219929,0.4349200079004543,0.19672597864768684,0.4456626894550145,0.27296069523997635,0.41188736206709564,4.520149953139644,1067,3101,7025,16036993,8881566,8995930,403128711,dataset,Severstal,,,
0.2174870944793557,0.6867834661472912,0.19786163091481995,0.33035807443587767,0.33035807443587767,0.9836525445583063,0.9854058800603998,5942.653679653679,0.24058802438149873,0.6882051282051282,0.35653560042507965,0.13266403728935103,0.37948717948717947,0.1965993623804463,0.3675995909413827,4.584415584415584,462,975,2789,763070,2745506,348008,185378616,size,small,,,
0.6973372961340226,0.7402293027509609,0.5602369555354212,0.7181434250070902,0.7181434250070902,0.987654653105346,0.993025725062234,2795.9685534591194,0.26358695652173914,0.9122257053291536,0.40899508081517916,0.21557971014492755,0.7460815047021944,0.33450456781447646,0.5976235517157058,2.556603773584906,318,319,1104,2048535,889118,718898,126596249,dataset,DAGM,,,
0.20020543594318074,0.2595766305681141,0.12743242545723577,0.22605776200831712,0.22605776200831712,0.9904757925180289,0.9944134236434833,2276.0,0.0694006309148265,0.5116279069767442,0.12222222222222223,0.00946372239747634,0.06976744186046512,0.016666666666666666,0.16475448841218424,11.346153846153847,26,43,317,14813,59176,42253,10533358,dataset,VisA,,,
0.42507829899352534,0.5787960441323439,0.32465086159751017,0.4901681960271189,0.4901681960271189,0.9410423719618055,0.9596937540852698,15701.022222222222,0.030726256983240222,0.2222222222222222,0.053987730061349694,0.012569832402234637,0.09090909090909091,0.02208588957055215,0.11043285136142313,15.422222222222222,45,99,716,522397,706546,380161,16822896,dataset,MPDD,,,
0.7034821802925864,0.6763561225285931,0.5263126971334676,0.6896525176288231,0.6896525176288231,0.9419190653816598,0.9699300059455879,11141.491803278688,0.23308270676691728,0.4696969696969697,0.31155778894472363,0.14285714285714285,0.2878787878787879,0.19095477386934673,0.2537689644172735,3.3442622950819674,61,132,266,1612410,679631,771556,21922003,dataset,MTD,,,
0.67508669497523,0.6128388764055772,0.47325147286821706,0.6424585097435699,0.6424585097435699,0.9818097673382675,0.9919188424557344,3221.7719298245615,0.2872340425531915,0.8571428571428571,0.4302788844621514,0.20212765957446807,0.6031746031746031,0.3027888446215139,0.49752540155840136,2.3508771929824563,57,63,188,381559,183641,241050,22540950,dataset,KolektorSDD2,,,
