Experiment,Model,Method,Batch,Epochs,mAP50,mAP50_95,Precision,Recall,mAP50_Small,mAP50_Medium,mAP50_Large,Recall_Small,Recall_Medium,Recall_Large,Inference_Time_ms,Latency_Batch1_ms,Throughput_Images_per_s,Peak_Inference_Memory_MB,FP_per_Image,Dice,IoU,Specificity,Accuracy,Component_Recall_IoU10,Component_Precision_IoU10,Component_F1_IoU10,Component_Recall_IoU50,Component_Precision_IoU50,Component_F1_IoU50,Mean_Best_Component_IoU,Parameters,Trainable_Parameters,GMACs_640,GMACs_Profiled,Profile_Input_Size,Notes
ANZD_PIDNet_v3_zoom_component_full,ANZD-PIDNet v3 (zoom_component),zoom_component,4,40,,,0.6485708204321814,0.6714125737395054,,,,0.6867834661472912,0.6966090507271568,0.6643197391414202,6.767596963375884,8.855012269923463,147.76293644726286,648.0068359375,9142.8265625,0.6597940636548258,0.49230796981404645,0.9762195971535348,0.9575181325276693,0.7239278181392079,0.29114043355325164,0.4152718962156349,0.47363487227560347,0.19048067860508955,0.2716945620756873,0.42773684379971705,12062048,12062048,15.7344512,15.7344512,640,"Segmentation-only ANZD-PIDNet v3; gated local-contrast stream, native 1/4-resolution detail fusion, and boundary/signed-distance shape head are deployed in one forward pass. Area-normalized zoom branch and component loss remain training-only. Fixed 70/15/15 size-stratified split, seed 42, 640 input. mAP intentionally blank because this is binary semantic segmentation."
