epoch,train_total_loss,train_full_loss,train_component_loss,train_crop_loss,train_distillation_loss,train_distance_loss,distillation_schedule,teacher_valid_fraction,teacher_foreground_valid_fraction,zoom_samples,component_loss_terms,val_precision,val_recall,val_iou,val_dice,val_fp_per_image,val_component_recall_iou10,epoch_minutes
11,2.276076669806013,1.3535765635375245,0.39225156054270727,1.2457326379774925,0.10350800436536696,0.04693270661987987,1.0,0.8905633286213498,0.4624554641424856,4674,9754,0.42061546136424,0.596144151083516,0.32734133804432247,0.49322857453776053,19223.248942917548,0.6837006539113587,6.110080673899696
12,2.251378065441855,1.3437541375041815,0.3840382729339546,1.2228083708081774,0.10420060513822811,0.0440998223723747,1.0,0.8884540433270129,0.47049611600433344,4674,9754,0.3874237461372369,0.6827509468244154,0.32831923992438156,0.4943378520107442,25271.444503171246,0.7318963429401792,6.192460954583172
13,2.2503402664483803,1.3335161079133337,0.37676073025836365,1.2433877024236166,0.10674994815115735,0.04315101878263443,1.0,0.8902807042641779,0.4828480422653549,4674,9754,0.4816799948980699,0.5944652978406626,0.3625485729887187,0.5321624200060285,14974.75422832981,0.6912085250666021,6.229999644416966
14,2.2263231834762522,1.3209047143400119,0.37532341238573763,1.224064538145173,0.10572448938109535,0.040784997552103505,1.0,0.8943075840413974,0.4886533585234081,4674,9754,0.3743456796081178,0.612299732493866,0.30261628684192565,0.4646284403146705,23956.28805496829,0.6735286994429645,6.20036990356651
15,2.2195422643463445,1.3131179868098575,0.3665744653202879,1.2369576274675924,0.10465822975502326,0.03991093110886001,1.0,0.8962614118111053,0.4967730124572013,4674,9754,0.45858717493291107,0.6217227868259398,0.3585457480641574,0.5278375771667059,17182.931289640594,0.7185759263744248,6.187165565116447
16,2.1887626996158747,1.2942234696706854,0.3596999635276622,1.2238342083469202,0.10277214510193931,0.037944184779977894,1.0,0.8873585141404757,0.4933946978996148,4674,9754,0.2662061831338913,0.7856903353184117,0.24818497237690737,0.39767338634800414,50699.205602537,0.681520949382417,6.264567474966558
17,2.1576205308765646,1.2777590567586654,0.3517601302377123,1.2035134607728395,0.1022246743642786,0.03689625393683364,1.0,0.8971704872009717,0.5075807876761492,4674,9754,0.4709802362136947,0.662781087069554,0.37993557900398933,0.5506569796225117,17427.422304439748,0.7144587067086462,6.00748204520011
18,2.115774683812402,1.258852504190419,0.33994036394404775,1.1792807230831,0.0973116375968432,0.03447119585137486,1.0,0.8898752406273146,0.5050438325139999,4674,9754,0.4006077852711578,0.7146845381292027,0.345372340009411,0.5134226856588937,25032.25264270613,0.7190603051586341,5.965865827683592
19,2.0973458746216904,1.2416982521187372,0.3378965343397035,1.1817793161282422,0.095809695630862,0.0332072694642936,1.0,0.8932085860932654,0.5199681848701868,4674,9754,0.4153954350908283,0.7337337808559388,0.36097996608843064,0.5304706536216209,24173.12684989429,0.713247759748123,6.121696939966447
20,2.0852263801253947,1.2323859732387836,0.3318006063321643,1.1762826622205178,0.09879877074636334,0.032253464162938346,1.0,0.8966038826356892,0.527541929764177,4674,9754,0.45099585144264337,0.7309433460521854,0.38678579105174765,0.557816201388113,20829.585623678646,0.7418261080164689,6.052762952066647
21,2.066670345990975,1.2182702959525666,0.32831431370960135,1.1684878970241976,0.09999894334327085,0.030273168659758487,1.0,0.8998643110890959,0.5306540855933948,4674,9754,0.4399035414072084,0.73025198580649,0.3784129149071833,0.5490559625707861,21765.665433403807,0.6849116008718819,6.013070140499622
22,2.039463306818805,1.2017494888257227,0.3209441887908542,1.156998274947935,0.09874258438634011,0.0292707825145783,1.0,0.9011065103399565,0.5388770211603635,4674,9754,0.4724672695099993,0.7169582533423817,0.3981953657157707,0.5695847311179216,18739.818710359406,0.7088883506902398,5.963811285133124
23,2.017839067945631,1.1817774629216162,0.31417758966844456,1.1633884892372193,0.0972785681439879,0.028081240501406163,1.0,0.8968328760655147,0.5350298378990782,4674,9754,0.43688474734020766,0.6929732389781595,0.3660335021266716,0.5359070645878339,20909.358350951374,0.6933882295955437,6.235947677866594
24,2.002533800607341,1.1752200235497063,0.3084601363028414,1.1572359192990287,0.09446574795663222,0.02688929814241961,1.0,0.898716262716203,0.5409374064309538,4674,9754,0.49629424748744794,0.6669168080781835,0.397713768792621,0.5690918665502963,15845.398520084567,0.6924194720271252,6.146493491867052
25,1.9708333645125276,1.1461073518068472,0.30410531537426516,1.1512760008027267,0.09703535355005254,0.026099612845662923,1.0,0.9057624545511758,0.5485514959192185,4674,9754,0.48785670348374766,0.6323750539811217,0.3800659545647839,0.5507938998243618,15540.599894291754,0.7447323807217244,6.161978298200605
26,1.9566647638047523,1.1386269033358813,0.2959096996529915,1.1528112400197015,0.09367739111647581,0.025248120559492982,1.0,0.9015909125654208,0.5485331326316302,4674,9754,0.5278453089579545,0.7222602849291075,0.43878184759799677,0.6099352008513729,15123.949260042284,0.7316541535480746,6.344244899999467
27,1.9174719804834834,1.1210637798427727,0.2848778095104759,1.122995717719231,0.09247144052493922,0.023831218036740983,1.0,0.8998356795741527,0.5593191392569693,4674,9754,0.49690926128812357,0.6605443997392966,0.3958291283901268,0.5671598626783989,15655.43287526427,0.7214821990796804,6.108693126016685
28,1.9069945682924971,1.1063752614079425,0.2858833897160892,1.1335085873813715,0.09092331655643056,0.023041106534398604,1.0,0.9054270646103887,0.5562691700800888,4674,9754,0.4921203347526151,0.726995970530953,0.4153605706149566,0.5869325163332586,17563.6733615222,0.7105836764349721,6.085610376600138
29,1.891211288588849,1.0972171561174415,0.28220571993133287,1.1219474077628375,0.09191756613182564,0.022261105084047564,1.0,0.9008390224814146,0.557919071107429,4674,9754,0.4657527841588438,0.7302670001614551,0.39738932055556186,0.5687596358580603,19609.31025369979,0.7209978202954711,6.0261067707993785
30,1.8681788900501304,1.0896536319169718,0.27606780834781935,1.101774741120586,0.08960398227716407,0.021735401062660642,1.0,0.9069209591798804,0.5692671130251551,4674,9754,0.45006746546945997,0.6917123718307491,0.37487206864640854,0.5453192005209303,19785.688689217757,0.7091305400823444,6.124790201733898
31,1.8556252495160759,1.07095725058702,0.2678203710230828,1.1156979674006693,0.09290883010400472,0.020682038459716612,1.0,0.8970196578491891,0.564330339170656,4674,9754,0.5536792674267835,0.6819704487239796,0.44005582225980355,0.6111649499381867,12869.10042283298,0.7343182368612254,6.345792560032957
32,1.8353579788390992,1.0549301970758502,0.2684953099331118,1.1187715607491358,0.08679434599872031,0.020184608746181255,1.0,0.8967430449635396,0.5660554152867141,4674,9754,0.600205370573385,0.6638509445282351,0.4603079590075156,0.6304258717049785,10351.457188160677,0.7117946233954953,6.121104099366736
33,1.818516607397566,1.0514139591436622,0.26136460982717186,1.0966667580416187,0.08808696561368944,0.019517866010477024,1.0,0.8929089967741655,0.5665749451617892,4674,9754,0.37011655604056154,0.7819198130940844,0.3354854620995732,0.5024172431980537,31151.411733615223,0.7030758052797288,6.2754107523670735
34,1.7913761327013744,1.0350327810302007,0.25531161312123185,1.0861628904837788,0.0856060994036378,0.01869280959992474,1.0,0.8968377256231975,0.5760339261678049,4674,9754,0.5174560775723234,0.6696184888528123,0.41221494287449945,0.5837849896071127,14617.887949260043,0.7248728505691451,6.259359680333485
35,1.7820161802504995,1.0206285281590362,0.2523046162307397,1.0967403107921911,0.08686518797495363,0.01809497595329519,1.0,0.8992385730786463,0.5733678229497935,4674,9754,0.6197052527888491,0.656561396169741,0.46799889784255466,0.6376011569631959,9432.011627906977,0.717122790021797,6.446870937850326
36,1.7741786925033844,1.011252781459494,0.2490073903722365,1.104753432438013,0.08604550231542464,0.017838558715475936,1.0,0.9017474320349252,0.5749814124567617,4674,9754,0.5324278794903293,0.7202459906761532,0.44118882747170424,0.6122567966970537,14806.844080338265,0.701622668927101,6.5154957337663895
37,1.754050128898556,1.0008524706952997,0.2475118407336301,1.0907620486502723,0.0840607125497093,0.01739524253486376,1.0,0.9016564844693341,0.5795994252477469,4674,9754,0.5442827041928784,0.6942521910854604,0.43904337788844505,0.6101878298243762,13607.616807610993,0.7193024945507387,6.447620794965769
38,1.7418258457232274,0.9914128734551488,0.24041380372411375,1.0868759126345675,0.08676811381375615,0.016780877251358826,1.0,0.8990402101528564,0.5810257273862816,4674,9754,0.6411256001351086,0.6230312483496909,0.461933725892507,0.6319489286157587,8164.000528541226,0.7183337369823202,6.166292517916493
39,1.7297966452134652,0.9826752581660957,0.2360555848270722,1.0832291027762282,0.08747904330416337,0.01654237964417592,1.0,0.8939894707289022,0.5811737116471429,4674,9754,0.548115133691134,0.6927706016310737,0.4409339293757095,0.612011307925473,13370.242600422833,0.7340760474691208,6.3091902185668
40,1.7134586375265572,0.972775436631713,0.2365624046453504,1.0776806017076996,0.08356169573079719,0.01585681280814969,1.0,0.9035658858430574,0.5894557153831318,4674,9754,0.6222267451401806,0.6860332654436131,0.4843115886461469,0.6525740179498182,9750.38002114165,0.7294744490191329,6.1789744189174
41,1.690651202511303,0.9537232806666441,0.2326707964489745,1.0753695822730829,0.08290773119575619,0.015596349976229445,1.0,0.907960824530496,0.5926478074380548,4674,9754,0.5016248909924754,0.676285765576428,0.4045002506474288,0.576005950103558,15729.00845665962,0.7302010171954468,6.11999962288343
42,1.6826719983705818,0.9482063105022934,0.22948400941645858,1.0682108980134701,0.08561823541933405,0.015399216094031156,1.0,0.902442756813213,0.5877175472278103,4674,9754,0.6086636813821026,0.6748522220579298,0.47064375363357297,0.6400513414220628,10157.229915433403,0.7202712521191572,6.188946546566634
43,1.671093175615737,0.939566529725529,0.2274513725485678,1.0708594244839644,0.08237124764976464,0.014823998802637947,1.0,0.9026960757731315,0.5949588763219584,4674,9754,0.48112495729530697,0.6984069227510534,0.39836000836974317,0.5697531479524578,17632.230972515856,0.7289900702349237,6.146375087483708
44,1.6493376707923062,0.9319262661393017,0.22256947713767433,1.0480264950552052,0.08211341889377506,0.014597124838781108,1.0,0.8967900637848383,0.5915853453401695,4674,9754,0.6293835603939106,0.6611063430185857,0.4758568788373352,0.6448550474788725,9113.274312896407,0.7151852748849601,6.05739100658393
45,1.6388435412341262,0.9227969789881738,0.22267362885765782,1.0452211992533427,0.08209914709599037,0.014341966576483227,1.0,0.9017858255797531,0.6017739884593182,4674,9754,0.5601560503251206,0.6806954251847449,0.44359616250739176,0.6145709915672076,12512.274312896407,0.7449745701138291,6.112261938683999
46,1.6260594859080175,0.9125262845315998,0.21757136724266996,1.044839648683776,0.08232769258572609,0.014231501553789975,1.0,0.9063762926355711,0.6017251097781133,4674,9754,0.5278185624220466,0.7042633791505971,0.4320561910187916,0.6034067569812589,14748.681289640592,0.7185759263744248,6.008390787466002
47,1.6037036040162933,0.8958312509291328,0.21198659392397506,1.0448362895516725,0.07946091129131296,0.013676161468176184,1.0,0.9064766532815067,0.6072267268347064,4674,9754,0.612761726975663,0.6484661978439973,0.45996972332262176,0.630108578246151,9593.295454545454,0.7440058125454105,5.926072692266704
48,1.5984994532965107,0.8952653429510901,0.21225310624419433,1.0335104922274165,0.08035230989616289,0.013639399257087008,1.0,0.9094213984351665,0.6130403657803316,4674,9754,0.6165114890933253,0.6575262208775983,0.4666613220937274,0.6363586672177959,9574.543868921775,0.7161540324533785,5.951740014750006
49,1.5885436659203696,0.8944027575157566,0.20612250582123717,1.0223906062930217,0.07988435042134863,0.01338940508081315,1.0,0.8988601286443577,0.610073846555788,4674,9754,0.5533034841147239,0.7219820339357386,0.45612064066604435,0.6264874323289726,13644.869450317125,0.7239040930007266,6.113690154316525
50,1.5882005697179324,0.8764010066237998,0.20906477815746993,1.0482234472009453,0.08315545096909353,0.013075596967640567,1.0,0.9162492016637298,0.62134595345485,4674,9754,0.523996133360864,0.7212580033567582,0.43575311682929657,0.6070028498933153,15337.93446088795,0.727536933882296,5.97023515321683
