Experiment,Model,Method,Batch,Epochs,mAP50,mAP50_95,Precision,Recall,mAP50_Small,mAP50_Medium,mAP50_Large,Recall_Small,Recall_Medium,Recall_Large,Inference_Time_ms,Latency_Batch1_ms,Throughput_Images_per_s,Peak_Inference_Memory_MB,FP_per_Image,Dice,IoU,Specificity,Accuracy,Component_Recall_IoU10,Component_Precision_IoU10,Component_F1_IoU10,Component_Recall_IoU50,Component_Precision_IoU50,Component_F1_IoU50,Mean_Best_Component_IoU,Parameters,Trainable_Parameters,GMACs_640,GMACs_Profiled,Profile_Input_Size,Notes
ANZD_PIDNet_zoom_component_full,ANZD-PIDNet (zoom_component),zoom_component,4,43,,,0.6783942291940883,0.631419381387714,,,,0.6567126700375672,0.663731389580689,0.6221573177352457,3.7570801738183945,7.930402643978596,266.16413643994196,409.287109375,7522.638541666666,0.6540644578345132,0.48595526111316106,0.9804336904166031,0.9590198834737141,0.711506913522381,0.3671988388969521,0.48440366972477067,0.46215139442231074,0.23850991775520078,0.31463901076984446,0.4145832257236519,7716549,7716549,9.795657728,9.795657728,640,"Segmentation-only PIDNet-S; area-normalized zoom branch and component loss are training-only; deployed architecture is unchanged. Fixed 70/15/15 size-stratified split, seed 42, 640 input. mAP intentionally blank because this is binary semantic segmentation."
