epoch,train_total_loss,train_full_loss,train_component_loss,train_crop_loss,train_distillation_loss,distillation_schedule,teacher_valid_fraction,teacher_foreground_valid_fraction,zoom_samples,component_loss_terms,val_precision,val_recall,val_iou,val_dice,val_fp_per_image,val_component_recall_iou10,epoch_minutes
18,2.1389035270391683,1.2487328540390825,0.3656709931101272,1.195893568325258,0.10938838877826593,1.0,0.8943591115840671,0.49078603822701933,4674,9754,0.3379541673789547,0.5850761782086077,0.272616224283339,0.4284343057733058,26830.9778012685,0.6844272220876726,4.787212252927323
19,2.109170517318674,1.2249199056598457,0.36206178020509316,1.190801659636788,0.10781889119801484,1.0,0.8969356022354712,0.48532983358792015,4674,9754,0.2908080681425399,0.6927752978503711,0.2575883186032648,0.40965443904465365,39549.73361522199,0.6759505933640106,4.857181777494649
20,2.0958502027304933,1.2202297374707043,0.35589500664655566,1.1770521372220317,0.10914689285710084,1.0,0.8952464190347469,0.4917090799184369,4674,9754,0.462931970730144,0.6269814461180973,0.3629647948773157,0.5326106679226255,17027.88266384778,0.7013804795349964,4.863064320757985
21,2.075130481402438,1.2031254756396834,0.3488020878344034,1.1779100470698982,0.10864893997058643,1.0,0.897340422962912,0.5047539113630787,4674,9754,0.44858925960107904,0.5813034433424962,0.3390425055061117,0.5063954342180726,16727.193446088793,0.6735286994429645,5.083542364711563
22,2.060187374818944,1.1900407448040982,0.34444376140597444,1.176822356970531,0.10951357091657195,1.0,0.893632440063808,0.5036054630640844,4674,9754,0.41197803606110345,0.6554745826500391,0.3386471545666838,0.5059543187484724,21901.263742071882,0.6672317752482442,6.228989790317913
23,2.0275811972790323,1.177419298941072,0.3411700790609248,1.1548672656173362,0.10214322907576846,1.0,0.9022000217814478,0.5072307456170712,4674,9754,0.6288481303604081,0.5441988178758065,0.41190016119130496,0.5834692459327436,7518.951902748415,0.6345362073141196,6.627233224486312
24,1.9971704408492783,1.1596222580959243,0.32722759232194104,1.1387955080171202,0.10453663566748929,1.0,0.8899578133501264,0.5052707646950043,4674,9754,0.5262184424876571,0.5838684144640213,0.382692185689511,0.5535464648607569,12306.11310782241,0.6570598207798498,6.27481909537067
25,1.9856795661605509,1.1419390399084672,0.3304357719172473,1.143466356901229,0.10678946148293013,1.0,0.9054876516957854,0.5182566160881554,4674,9754,0.4635157727710031,0.6275766919140383,0.36352338870964235,0.5332118124554641,17004.077695560252,0.678372487285057,6.492731644834081
26,1.9651677045004092,1.1337401931495752,0.3208135529478032,1.12789509873627,0.10707318903983447,1.0,0.896341073391938,0.5152146492775164,4674,9754,0.38371584565489353,0.5668384331452656,0.2967124612182572,0.4576380193639795,21312.008985200846,0.6715911843061274,6.254544088679055
27,1.9550585328590788,1.1214728914453536,0.31610163683008663,1.1428931796792936,0.10408823258888909,1.0,0.8938029680241312,0.514222492483885,4674,9754,0.500390177952209,0.5579290729547959,0.3583223745355468,0.5275954828588736,13040.523255813954,0.6364737224509567,6.539288516094287
28,1.940147333247398,1.1072424398588003,0.3128627161409193,1.144744804615899,0.10410113751080989,1.0,0.8950264457924372,0.5218745713356482,4674,9754,0.5153020300029361,0.5871780524358623,0.3782619798397654,0.5488970680069715,12929.239957716702,0.6667473964640349,6.419378725811839
29,1.9080442634043253,1.087490633486625,0.3080053791773777,1.1252205982837935,0.10394064269741286,1.0,0.8936675937396409,0.5187918136252141,4674,9754,0.3986224409192317,0.5956646625776595,0.31373174846184937,0.4776191925469937,21036.871035940803,0.6822475175587309,6.59326514819016
30,1.8934461751721514,1.0760447300583729,0.30459601432421407,1.1258183627177039,0.10219425657095543,1.0,0.9016643841029828,0.5300506608257686,4674,9754,0.5524373806123746,0.6587551176090229,0.42952103502586203,0.6009299961341127,12493.62843551797,0.7205134415112618,6.602660611706475
31,1.8734953199767637,1.0660330688576667,0.30369421819700076,1.1028648123380562,0.10418273668029844,1.0,0.8980678450711425,0.5326534004053669,4674,9754,0.6129636091184372,0.6101803377561559,0.4404746952823225,0.6115688067619858,9019.223572938688,0.6979898280455316,6.64386723805219
32,1.8594637026636112,1.050288450146098,0.29613138184994126,1.1209612173232215,0.10062895357676069,1.0,0.9000542711727237,0.5344937676456115,4674,9754,0.4626610099802303,0.6644339530604302,0.3750304434008131,0.5454867493308204,18064.714587737843,0.6904819568902882,9.337611612242958
33,1.8400792525261305,1.039274124098147,0.29177715184995334,1.1024395359692671,0.10369678500022227,1.0,0.9002845727024983,0.5408787238177198,4674,9754,0.5913257784160487,0.659947167081345,0.45322944266008947,0.6237548309377322,10677.103065539111,0.7142165173165416,8.99225634591033
34,1.8119355906885848,1.0239582018577758,0.28256366046032033,1.087108718433983,0.10314120028765018,1.0,0.89726288794933,0.5444046166153629,4674,9754,0.45185173882499213,0.6732789434373575,0.3705922043681374,0.5407767579401719,19120.134778012685,0.7226931460402034,8.30908563118428
35,1.8158326174550885,1.0200998081916073,0.28328629938494543,1.1076495345505313,0.10026489159399245,1.0,0.9004910324416365,0.5408236791855923,4674,9754,0.5258962179250721,0.673874098921389,0.4192041468545632,0.5907594728829696,14221.518498942918,0.7134899491402277,8.87411458461235
36,1.7779323978294908,1.00369547058578,0.27315137603952977,1.0729436758274957,0.10118940303703396,1.0,0.8944435909558635,0.5477933884092184,4674,9754,0.5743166797746819,0.6565553452718002,0.4416374966092528,0.6126886927511098,11392.010570824525,0.6778881085008477,6.459344488941133
37,1.7759722835726985,0.9900066357030287,0.27364719893875833,1.0922130964679588,0.10303549984423759,1.0,0.8943143396829644,0.5484467087597344,4674,9754,0.49270905336743476,0.6694264179991455,0.3962889126963023,0.5676316829459728,16134.78752642706,0.7023492371034149,6.29739180089285
38,1.7632800505069792,0.9782114433784787,0.27267571353347253,1.087415589920285,0.10502295826118162,1.0,0.9024215753272209,0.5529018329503751,4674,9754,0.43844788885577163,0.7073675123722236,0.37113118261411304,0.5413503643123884,21208.552325581397,0.7134899491402277,6.096462367661298
39,1.750074011773611,0.9697535358823449,0.266871477872066,1.0818490233566638,0.10596022511964862,1.0,0.9019875641870175,0.5535820641104998,4674,9754,0.560830063488661,0.6901985861806026,0.4480427877355059,0.6188253434640133,12652.292283298097,0.7159118430612739,6.159852969398101
40,1.7316125189881293,0.9609690565086111,0.2611664283255422,1.0808854226468647,0.09961753936135473,1.0,0.9021270342928023,0.5536080513277215,4674,9754,0.5747463731891461,0.6662255607223752,0.44625106072065535,0.6171142381023278,11539.497885835095,0.719786873334948,6.149393954562644
41,1.7151359695747797,0.9482854811520932,0.25925562346425607,1.0730718177812633,0.10068676653728058,1.0,0.8958554817914425,0.5512241046552222,4674,9754,0.5686885336470843,0.6500422535557887,0.4353896301911534,0.6066500983892043,11541.22621564482,0.6992007750060547,6.07753969853123
42,1.7011466649127598,0.935702751856087,0.25562295895532344,1.0699892648455789,0.10263780285993225,1.0,0.8930782638338833,0.5552070993976089,4674,9754,0.6264905431150083,0.6343462468752361,0.46027389378814454,0.6303939223266299,8853.343023255815,0.7071930249455074,6.5033723021547
43,1.6833825910871778,0.9289916619355738,0.2526654551415357,1.0521686449680587,0.10197387751755273,1.0,0.8964571310623505,0.5543185575965068,4674,9754,0.6624393035114082,0.6439014952649353,0.48482383944822544,0.6530388677331455,7681.022727272727,0.7180915475902155,6.318918388461073
44,1.691599723945622,0.9217354301876193,0.2507672604350016,1.0769819237712275,0.10598970170618449,1.0,0.9041025096083871,0.5656467130576927,4674,9754,0.577207790677405,0.664107204571625,0.446775753558246,0.6176157603684352,11387.458773784356,0.7263259869217729,6.203984548648198
45,1.6678812292305665,0.9111008282977894,0.24693312807593065,1.0616875156322936,0.10247007937929499,1.0,0.899757458851515,0.5658135371265878,4674,9754,0.6044906705628076,0.6543788508292676,0.4582002267519744,0.6284462426296272,10022.826638477802,0.7263259869217729,6.197618040752908
46,1.657611025819391,0.901486939622371,0.24656982300277488,1.0586991214859836,0.10348961375292147,1.0,0.8995541055369324,0.5676878433770229,4674,9754,0.6150896978008008,0.6540676359889076,0.4641075442753577,0.6339801281538537,9581.589852008457,0.7144587067086462,6.298571434803307
47,1.6497231237775316,0.8904283278884522,0.2418631389434397,1.064472724675594,0.10612686510969366,1.0,0.8991021369300093,0.5697678684065135,4674,9754,0.6704566185340817,0.6169330721241973,0.47338573757882935,0.6425822179556725,7098.617864693446,0.7122790021797045,4.913903091972073
48,1.6322012163580943,0.8833832004202139,0.24090238428142755,1.047772391251463,0.10448063006645603,1.0,0.8990827830058458,0.5699332994815571,4674,9754,0.5658102732663296,0.6826617638137202,0.44798227826135606,0.6187676258016974,12263.321881606766,0.7188181157665294,4.847196820875009
49,1.6176016592683427,0.8733613180387639,0.23268426193121997,1.0507182663638759,0.10253907964558553,1.0,0.9021307716385775,0.5785081128174603,4674,9754,0.6440859624344976,0.6408660668285101,0.4732660917814154,0.6424719803456016,8290.150105708246,0.7224509566480988,4.690103130352994
50,1.6021231515547492,0.8684182164362269,0.23155164107781231,1.0332208287904279,0.10131870031642726,1.0,0.9050764683945184,0.5802360228586597,4674,9754,0.5145716846099467,0.6029943545799551,0.3843560700286657,0.5552849853444235,13316.383720930233,0.6989585856139501,4.6450278568392
